run_id,variable,value,source,whitelisted
1784665648370,"JJFB_E10A31F_DENSE_WINDOW","1","whitelist_set",1
1784665648370,"JJFB_E10A31F_MODE","1","whitelist_set",1
1784665648370,"JJFB_E10A31F_RUN_ID","1784665648370","whitelist_set",1
1784665648370,"JJFB_E9B_HOLD_SEC","10","whitelist_set",1
1784665648370,"JJFB_E9B_MODE","1","whitelist_set",1
1784665648370,"JJFB_E9U_TICK_N","12","whitelist_set",1
1784665648370,"JJFB_E9W_ARCHIVE_EXACT","1","whitelist_set",1
1784665648370,"JJFB_E9W_MODE","1","whitelist_set",1
1784665648370,"JJFB_E9Y_MODE","1","whitelist_set",1
1784665648370,"JJFB_E9Y_NO_DEBUG_AC8","1","whitelist_set",1
1784665648370,"JJFB_E9Y_NO_WORKBUF_SEED","1","whitelist_set",1
1784665648370,"JJFB_ER_RW_BIND_RESTORE","shell_core","whitelist_set",1
1784665648370,"JJFB_EXTCHUNK_PROVIDER","shell_core","whitelist_set",1
1784665648370,"JJFB_FAST_BD0_INIT_CALL","1","whitelist_set",1
1784665648370,"JJFB_FAST_PROGRESS_TICK_CALL","1","whitelist_set",1
1784665648370,"JJFB_FIX_MRPGCMAP_ENTRY_ORDER","shell","whitelist_set",1
1784665648370,"JJFB_GAME_SELF_PATCH","0","whitelist_set",1
1784665648370,"JJFB_GWY_LAUNCHER_MODE","1","whitelist_set",1
1784665648370,"JJFB_GWY_PACK_REGISTRY","1","whitelist_set",1
1784665648370,"JJFB_GWY_UPDATE_STUB","no_update_native_branch","whitelist_set",1
1784665648370,"JJFB_LAUNCH_PATH","gwy_shell_core_continue","whitelist_set",1
1784665648370,"JJFB_LAUNCH_SOURCE","gwy_shell","whitelist_set",1
1784665648370,"JJFB_MEMBER_VIEW_PRIMARY","all_shell_and_game","whitelist_set",1
1784665648370,"JJFB_PACKAGE_SCOPED_CLOAD","1","whitelist_set",1
1784665648370,"JJFB_PLATFORM_WORKBUF_ALLOC","1","whitelist_set",1
1784665648370,"JJFB_PUBLICATION_AUDIT","1","whitelist_set",1
1784665648370,"JJFB_REAL_MRP_PATH","C:\Users\24231\Desktop\jjfb_pc_vmrp_bootkit\game_files\mythroad\320x480\gwy\jjfb.mrp","whitelist_set",1
1784665648370,"JJFB_ROBOTOL_RETRY_AFTER_CONTEXT_RESTORE","1","whitelist_set",1
1784665648370,"JJFB_SHELL_CHAIN_MODE","continue_after_gbrwcore_init","whitelist_set",1
1784665648370,"JJFB_SHELL_NATIVE_EXEC_TRACE","1","whitelist_set",1
1784665648370,"JJFB_TIMER_ARM_TRACE","1","whitelist_set",1
1784665648370,"JJFB_TIMER_DELIVER_TRACE","1","whitelist_set",1
1784665648370,"JJFB_VISIBLE_WINDOW","1","whitelist_set",1
1784665648370,"JJFB_WINDOW_ZOOM","2","whitelist_set",1
